,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures
1928,3698,QSAR-TID-12793,1,62,active,Sparse_ARFF,,,,0.0,1026.0,85.0,0.0,0.0,1025.0,1.0
1929,3699,QSAR-TID-12947,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1287.0,0.0,0.0,1025.0,1.0
1930,3700,QSAR-TID-10407,1,62,active,Sparse_ARFF,,,,0.0,1026.0,176.0,0.0,0.0,1025.0,1.0
1931,3701,QSAR-TID-14070,1,62,active,Sparse_ARFF,,,,0.0,1026.0,33.0,0.0,0.0,1025.0,1.0
1932,3702,QSAR-TID-101130,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
1933,3703,QSAR-TID-10441,1,62,active,Sparse_ARFF,,,,0.0,1026.0,304.0,0.0,0.0,1025.0,1.0
1934,3704,QSAR-TID-12720,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0
1935,3705,QSAR-TID-12449,1,62,active,Sparse_ARFF,,,,0.0,1026.0,65.0,0.0,0.0,1025.0,1.0
1936,3706,QSAR-TID-12956,1,62,active,Sparse_ARFF,,,,0.0,1026.0,33.0,0.0,0.0,1025.0,1.0
1937,3707,QSAR-TID-25,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1897.0,0.0,0.0,1025.0,1.0
1938,3708,QSAR-TID-12919,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
1939,3709,QSAR-TID-102815,1,62,active,Sparse_ARFF,,,,0.0,1026.0,34.0,0.0,0.0,1025.0,1.0
1940,3710,QSAR-TID-11188,1,62,active,Sparse_ARFF,,,,0.0,1026.0,39.0,0.0,0.0,1025.0,1.0
1941,3711,QSAR-TID-10331,1,62,active,Sparse_ARFF,,,,0.0,1026.0,303.0,0.0,0.0,1025.0,1.0
1942,3712,QSAR-TID-64,1,62,active,Sparse_ARFF,,,,0.0,1026.0,358.0,0.0,0.0,1025.0,1.0
1943,3713,QSAR-TID-11752,1,62,active,Sparse_ARFF,,,,0.0,1026.0,985.0,0.0,0.0,1025.0,1.0
1944,3714,QSAR-TID-11119,1,62,active,Sparse_ARFF,,,,0.0,1026.0,192.0,0.0,0.0,1025.0,1.0
1945,3715,QSAR-TID-102927,1,62,active,Sparse_ARFF,,,,0.0,1026.0,212.0,0.0,0.0,1025.0,1.0
1946,3716,QSAR-TID-30033,1,62,active,Sparse_ARFF,,,,0.0,1026.0,84.0,0.0,0.0,1025.0,1.0
1947,3717,QSAR-TID-103433,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
1948,3718,QSAR-TID-30029,1,62,active,Sparse_ARFF,,,,0.0,1026.0,82.0,0.0,0.0,1025.0,1.0
1949,3719,QSAR-TID-100052,1,62,active,Sparse_ARFF,,,,0.0,1026.0,26.0,0.0,0.0,1025.0,1.0
1950,3720,QSAR-TID-17074,1,62,active,Sparse_ARFF,,,,0.0,1026.0,671.0,0.0,0.0,1025.0,1.0
1951,3721,QSAR-TID-11061,1,62,active,Sparse_ARFF,,,,0.0,1026.0,291.0,0.0,0.0,1025.0,1.0
1952,3722,QSAR-TID-30003,1,62,active,Sparse_ARFF,,,,0.0,1026.0,778.0,0.0,0.0,1025.0,1.0
1953,3723,QSAR-TID-10747,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
1954,3724,QSAR-TID-10679,1,62,active,Sparse_ARFF,,,,0.0,1026.0,262.0,0.0,0.0,1025.0,1.0
1955,3725,QSAR-TID-10674,1,62,active,Sparse_ARFF,,,,0.0,1026.0,511.0,0.0,0.0,1025.0,1.0
1956,3726,QSAR-TID-30046,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
1957,3727,QSAR-TID-12076,1,62,active,Sparse_ARFF,,,,0.0,1026.0,512.0,0.0,0.0,1025.0,1.0
1958,3728,QSAR-TID-11337,1,62,active,Sparse_ARFF,,,,0.0,1026.0,11.0,0.0,0.0,1025.0,1.0
1959,3729,QSAR-TID-17063,1,62,active,Sparse_ARFF,,,,0.0,1026.0,48.0,0.0,0.0,1025.0,1.0
1960,3730,QSAR-TID-11408,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1211.0,0.0,0.0,1025.0,1.0
1961,3731,QSAR-TID-43,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1577.0,0.0,0.0,1025.0,1.0
1962,3732,QSAR-TID-101405,1,62,active,Sparse_ARFF,,,,0.0,1026.0,117.0,0.0,0.0,1025.0,1.0
1963,3733,QSAR-TID-11622,1,62,active,Sparse_ARFF,,,,0.0,1026.0,792.0,0.0,0.0,1025.0,1.0
1964,3734,QSAR-TID-11569,1,62,active,Sparse_ARFF,,,,0.0,1026.0,120.0,0.0,0.0,1025.0,1.0
1965,3735,QSAR-TID-11680,1,62,active,Sparse_ARFF,,,,0.0,1026.0,395.0,0.0,0.0,1025.0,1.0
1966,3736,QSAR-TID-20129,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
1967,3737,QSAR-TID-101199,1,62,active,Sparse_ARFF,,,,0.0,1026.0,341.0,0.0,0.0,1025.0,1.0
1968,3738,QSAR-TID-17089,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
1969,3739,QSAR-TID-12017,1,62,active,Sparse_ARFF,,,,0.0,1026.0,62.0,0.0,0.0,1025.0,1.0
1970,3740,QSAR-TID-18025,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0
1971,3741,QSAR-TID-11149,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1521.0,0.0,0.0,1025.0,1.0
1972,3742,QSAR-TID-30019,1,62,active,Sparse_ARFF,,,,0.0,1026.0,84.0,0.0,0.0,1025.0,1.0
1973,3743,QSAR-TID-10078,1,62,active,Sparse_ARFF,,,,0.0,1026.0,55.0,0.0,0.0,1025.0,1.0
1974,3744,QSAR-TID-104430,1,62,active,Sparse_ARFF,,,,0.0,1026.0,41.0,0.0,0.0,1025.0,1.0
1975,3745,QSAR-TID-10684,1,62,active,Sparse_ARFF,,,,0.0,1026.0,122.0,0.0,0.0,1025.0,1.0
1976,3746,QSAR-TID-10222,1,62,active,Sparse_ARFF,,,,0.0,1026.0,60.0,0.0,0.0,1025.0,1.0
1977,3747,QSAR-TID-12226,1,62,active,Sparse_ARFF,,,,0.0,1026.0,665.0,0.0,0.0,1025.0,1.0
1978,3748,QSAR-TID-12831,1,62,active,Sparse_ARFF,,,,0.0,1026.0,85.0,0.0,0.0,1025.0,1.0
1979,3749,QSAR-TID-10529,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2578.0,0.0,0.0,1025.0,1.0
1980,3750,QSAR-TID-119,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0
1981,3751,QSAR-TID-100613,1,62,active,Sparse_ARFF,,,,0.0,1026.0,51.0,0.0,0.0,1025.0,1.0
1982,3752,QSAR-TID-248,1,62,active,Sparse_ARFF,,,,0.0,1026.0,923.0,0.0,0.0,1025.0,1.0
1983,3753,QSAR-TID-10436,1,62,active,Sparse_ARFF,,,,0.0,1026.0,143.0,0.0,0.0,1025.0,1.0
1984,3754,QSAR-TID-11615,1,62,active,Sparse_ARFF,,,,0.0,1026.0,37.0,0.0,0.0,1025.0,1.0
1985,3755,QSAR-TID-10542,1,62,active,Sparse_ARFF,,,,0.0,1026.0,351.0,0.0,0.0,1025.0,1.0
1986,3756,QSAR-TID-102399,1,62,active,Sparse_ARFF,,,,0.0,1026.0,82.0,0.0,0.0,1025.0,1.0
1987,3757,QSAR-TID-11639,1,62,active,Sparse_ARFF,,,,0.0,1026.0,201.0,0.0,0.0,1025.0,1.0
1988,3758,QSAR-TID-20128,1,62,active,Sparse_ARFF,,,,0.0,1026.0,100.0,0.0,0.0,1025.0,1.0
1989,3759,QSAR-TID-69,1,62,active,Sparse_ARFF,,,,0.0,1026.0,569.0,0.0,0.0,1025.0,1.0
1990,3760,QSAR-TID-117,1,62,active,Sparse_ARFF,,,,0.0,1026.0,818.0,0.0,0.0,1025.0,1.0
1991,3761,QSAR-TID-11536,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1306.0,0.0,0.0,1025.0,1.0
1992,3762,QSAR-TID-10889,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0
1993,3763,QSAR-TID-10677,1,62,active,Sparse_ARFF,,,,0.0,1026.0,59.0,0.0,0.0,1025.0,1.0
1994,3764,QSAR-TID-30026,1,62,active,Sparse_ARFF,,,,0.0,1026.0,553.0,0.0,0.0,1025.0,1.0
1995,3765,QSAR-TID-30013,1,62,active,Sparse_ARFF,,,,0.0,1026.0,244.0,0.0,0.0,1025.0,1.0
1996,3766,QSAR-TID-11626,1,62,active,Sparse_ARFF,,,,0.0,1026.0,507.0,0.0,0.0,1025.0,1.0
1997,3767,QSAR-TID-11843,1,62,active,Sparse_ARFF,,,,0.0,1026.0,84.0,0.0,0.0,1025.0,1.0
1998,3768,QSAR-TID-10323,1,62,active,Sparse_ARFF,,,,0.0,1026.0,97.0,0.0,0.0,1025.0,1.0
1999,3769,QSAR-TID-10579,1,62,active,Sparse_ARFF,,,,0.0,1026.0,388.0,0.0,0.0,1025.0,1.0
2000,3770,QSAR-TID-103088,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
2001,3771,QSAR-TID-100098,1,62,active,Sparse_ARFF,,,,0.0,1026.0,472.0,0.0,0.0,1025.0,1.0
2002,3772,QSAR-TID-12825,1,62,active,Sparse_ARFF,,,,0.0,1026.0,847.0,0.0,0.0,1025.0,1.0
2003,3773,QSAR-TID-10613,1,62,active,Sparse_ARFF,,,,0.0,1026.0,247.0,0.0,0.0,1025.0,1.0
2004,3774,QSAR-TID-11947,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
2005,3775,QSAR-TID-88,1,62,active,Sparse_ARFF,,,,0.0,1026.0,895.0,0.0,0.0,1025.0,1.0
2006,3776,QSAR-TID-10131,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1979.0,0.0,0.0,1025.0,1.0
2007,3777,QSAR-TID-10235,1,62,active,Sparse_ARFF,,,,0.0,1026.0,93.0,0.0,0.0,1025.0,1.0
2008,3778,QSAR-TID-11336,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1199.0,0.0,0.0,1025.0,1.0
2009,3779,QSAR-TID-10927,1,62,active,Sparse_ARFF,,,,0.0,1026.0,446.0,0.0,0.0,1025.0,1.0
2010,3780,QSAR-TID-11926,1,62,active,Sparse_ARFF,,,,0.0,1026.0,756.0,0.0,0.0,1025.0,1.0
2011,3781,QSAR-TID-20084,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
2012,3782,QSAR-TID-100429,1,62,active,Sparse_ARFF,,,,0.0,1026.0,45.0,0.0,0.0,1025.0,1.0
2013,3783,QSAR-TID-128,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1386.0,0.0,0.0,1025.0,1.0
2014,3784,QSAR-TID-10711,1,62,active,Sparse_ARFF,,,,0.0,1026.0,66.0,0.0,0.0,1025.0,1.0
2015,3785,QSAR-TID-100852,1,62,active,Sparse_ARFF,,,,0.0,1026.0,747.0,0.0,0.0,1025.0,1.0
2016,3786,QSAR-TID-100633,1,62,active,Sparse_ARFF,,,,0.0,1026.0,37.0,0.0,0.0,1025.0,1.0
2017,3787,QSAR-TID-11046,1,62,active,Sparse_ARFF,,,,0.0,1026.0,392.0,0.0,0.0,1025.0,1.0
2018,3788,QSAR-TID-100126,1,62,active,Sparse_ARFF,,,,0.0,1026.0,747.0,0.0,0.0,1025.0,1.0
2019,3789,QSAR-TID-13004,1,62,active,Sparse_ARFF,,,,0.0,1026.0,692.0,0.0,0.0,1025.0,1.0
2020,3790,QSAR-TID-17080,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1135.0,0.0,0.0,1025.0,1.0
2021,3791,QSAR-TID-10564,1,62,active,Sparse_ARFF,,,,0.0,1026.0,32.0,0.0,0.0,1025.0,1.0
2022,3792,QSAR-TID-11638,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1180.0,0.0,0.0,1025.0,1.0
2023,3793,QSAR-TID-12,1,62,active,Sparse_ARFF,,,,0.0,1026.0,927.0,0.0,0.0,1025.0,1.0
2024,3794,QSAR-TID-10778,1,62,active,Sparse_ARFF,,,,0.0,1026.0,82.0,0.0,0.0,1025.0,1.0
2025,3795,QSAR-TID-14073,1,62,active,Sparse_ARFF,,,,0.0,1026.0,27.0,0.0,0.0,1025.0,1.0
2026,3797,QSAR-TID-11589,1,62,active,Sparse_ARFF,,,,0.0,1026.0,82.0,0.0,0.0,1025.0,1.0
2027,3798,QSAR-TID-10486,1,62,active,Sparse_ARFF,,,,0.0,1026.0,57.0,0.0,0.0,1025.0,1.0
2028,3799,QSAR-TID-10939,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
2029,3800,QSAR-TID-104261,1,62,active,Sparse_ARFF,,,,0.0,1026.0,30.0,0.0,0.0,1025.0,1.0
2030,3801,QSAR-TID-100845,1,62,active,Sparse_ARFF,,,,0.0,1026.0,836.0,0.0,0.0,1025.0,1.0
2031,3802,QSAR-TID-12789,1,62,active,Sparse_ARFF,,,,0.0,1026.0,309.0,0.0,0.0,1025.0,1.0
2032,3803,QSAR-TID-103435,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
2033,3804,QSAR-TID-11530,1,62,active,Sparse_ARFF,,,,0.0,1026.0,49.0,0.0,0.0,1025.0,1.0
2034,3805,QSAR-TID-11685,1,62,active,Sparse_ARFF,,,,0.0,1026.0,154.0,0.0,0.0,1025.0,1.0
2035,3806,QSAR-TID-101477,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
2036,3807,QSAR-TID-101465,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
2037,3808,QSAR-TID-101417,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0
2038,3809,QSAR-TID-11082,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1695.0,0.0,0.0,1025.0,1.0
2039,3810,QSAR-TID-12862,1,62,active,Sparse_ARFF,,,,0.0,1026.0,395.0,0.0,0.0,1025.0,1.0
2040,3811,QSAR-TID-10885,1,62,active,Sparse_ARFF,,,,0.0,1026.0,937.0,0.0,0.0,1025.0,1.0
2041,3812,QSAR-TID-50,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1414.0,0.0,0.0,1025.0,1.0
2042,3813,QSAR-TID-100412,1,62,active,Sparse_ARFF,,,,0.0,1026.0,906.0,0.0,0.0,1025.0,1.0
2043,3814,QSAR-TID-12592,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2615.0,0.0,0.0,1025.0,1.0
2044,3816,QSAR-TID-12567,1,62,active,Sparse_ARFF,,,,0.0,1026.0,19.0,0.0,0.0,1025.0,1.0
2045,3817,QSAR-TID-116,1,62,active,Sparse_ARFF,,,,0.0,1026.0,794.0,0.0,0.0,1025.0,1.0
2046,3818,QSAR-TID-17049,1,62,active,Sparse_ARFF,,,,0.0,1026.0,54.0,0.0,0.0,1025.0,1.0
2047,3819,QSAR-TID-11288,1,62,active,Sparse_ARFF,,,,0.0,1026.0,665.0,0.0,0.0,1025.0,1.0
2048,3820,QSAR-TID-36,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1731.0,0.0,0.0,1025.0,1.0
2049,3821,QSAR-TID-100856,1,62,active,Sparse_ARFF,,,,0.0,1026.0,471.0,0.0,0.0,1025.0,1.0
2050,3822,QSAR-TID-100861,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
2051,3823,QSAR-TID-103,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1194.0,0.0,0.0,1025.0,1.0
2052,3824,QSAR-TID-10034,1,62,active,Sparse_ARFF,,,,0.0,1026.0,574.0,0.0,0.0,1025.0,1.0
2053,3825,QSAR-TID-101612,1,62,active,Sparse_ARFF,,,,0.0,1026.0,91.0,0.0,0.0,1025.0,1.0
2054,3826,QSAR-TID-100947,1,62,active,Sparse_ARFF,,,,0.0,1026.0,949.0,0.0,0.0,1025.0,1.0
2055,3827,QSAR-TID-101191,1,62,active,Sparse_ARFF,,,,0.0,1026.0,74.0,0.0,0.0,1025.0,1.0
2056,3828,QSAR-TID-100288,1,62,active,Sparse_ARFF,,,,0.0,1026.0,33.0,0.0,0.0,1025.0,1.0
2057,3829,QSAR-TID-12566,1,62,active,Sparse_ARFF,,,,0.0,1026.0,298.0,0.0,0.0,1025.0,1.0
2058,3830,QSAR-TID-101186,1,62,active,Sparse_ARFF,,,,0.0,1026.0,20.0,0.0,0.0,1025.0,1.0
2059,3831,QSAR-TID-101048,1,62,active,Sparse_ARFF,,,,0.0,1026.0,74.0,0.0,0.0,1025.0,1.0
2060,3832,QSAR-TID-102667,1,62,active,Sparse_ARFF,,,,0.0,1026.0,106.0,0.0,0.0,1025.0,1.0
2061,3833,QSAR-TID-12898,1,62,active,Sparse_ARFF,,,,0.0,1026.0,12.0,0.0,0.0,1025.0,1.0
2062,3834,QSAR-TID-12780,1,62,active,Sparse_ARFF,,,,0.0,1026.0,121.0,0.0,0.0,1025.0,1.0
2063,3835,QSAR-TID-10003,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1187.0,0.0,0.0,1025.0,1.0
2064,3836,QSAR-TID-142,1,62,active,Sparse_ARFF,,,,0.0,1026.0,300.0,0.0,0.0,1025.0,1.0
2065,3837,QSAR-TID-12023,1,62,active,Sparse_ARFF,,,,0.0,1026.0,283.0,0.0,0.0,1025.0,1.0
2066,3838,QSAR-TID-10216,1,62,active,Sparse_ARFF,,,,0.0,1026.0,864.0,0.0,0.0,1025.0,1.0
2067,3839,QSAR-TID-11089,1,62,active,Sparse_ARFF,,,,0.0,1026.0,28.0,0.0,0.0,1025.0,1.0
2068,3840,QSAR-TID-10959,1,62,active,Sparse_ARFF,,,,0.0,1026.0,90.0,0.0,0.0,1025.0,1.0
2069,3841,QSAR-TID-11678,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2577.0,0.0,0.0,1025.0,1.0
2070,3842,QSAR-TID-12413,1,62,active,Sparse_ARFF,,,,0.0,1026.0,60.0,0.0,0.0,1025.0,1.0
2071,3843,QSAR-TID-10811,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1480.0,0.0,0.0,1025.0,1.0
2072,3844,QSAR-TID-12347,1,62,active,Sparse_ARFF,,,,0.0,1026.0,16.0,0.0,0.0,1025.0,1.0
2073,3845,QSAR-TID-30034,1,62,active,Sparse_ARFF,,,,0.0,1026.0,162.0,0.0,0.0,1025.0,1.0
2074,3846,QSAR-TID-103780,1,62,active,Sparse_ARFF,,,,0.0,1026.0,12.0,0.0,0.0,1025.0,1.0
2075,3847,QSAR-TID-11736,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1649.0,0.0,0.0,1025.0,1.0
2076,3848,QSAR-TID-11929,1,62,active,Sparse_ARFF,,,,0.0,1026.0,29.0,0.0,0.0,1025.0,1.0
2077,3849,QSAR-TID-11407,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1488.0,0.0,0.0,1025.0,1.0
2078,3850,QSAR-TID-10140,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2615.0,0.0,0.0,1025.0,1.0
2079,3851,QSAR-TID-10809,1,62,active,Sparse_ARFF,,,,0.0,1026.0,573.0,0.0,0.0,1025.0,1.0
2080,3852,QSAR-TID-101131,1,62,active,Sparse_ARFF,,,,0.0,1026.0,929.0,0.0,0.0,1025.0,1.0
2081,3853,QSAR-TID-10462,1,62,active,Sparse_ARFF,,,,0.0,1026.0,19.0,0.0,0.0,1025.0,1.0
2082,3854,QSAR-TID-11262,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0
2083,3855,QSAR-TID-237,1,62,active,Sparse_ARFF,,,,0.0,1026.0,510.0,0.0,0.0,1025.0,1.0
2084,3856,QSAR-TID-30040,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
2085,3857,QSAR-TID-10617,1,62,active,Sparse_ARFF,,,,0.0,1026.0,226.0,0.0,0.0,1025.0,1.0
2086,3858,QSAR-TID-101078,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
2087,3859,QSAR-TID-125,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1425.0,0.0,0.0,1025.0,1.0
2088,3860,QSAR-TID-10283,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
2089,3861,QSAR-TID-100850,1,62,active,Sparse_ARFF,,,,0.0,1026.0,84.0,0.0,0.0,1025.0,1.0
2090,3862,QSAR-TID-10624,1,62,active,Sparse_ARFF,,,,0.0,1026.0,466.0,0.0,0.0,1025.0,1.0
2091,3863,QSAR-TID-238,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1358.0,0.0,0.0,1025.0,1.0
2092,3864,QSAR-TID-11280,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1584.0,0.0,0.0,1025.0,1.0
2093,3865,QSAR-TID-100287,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0
2094,3866,QSAR-TID-101553,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
2095,3867,QSAR-TID-11562,1,62,active,Sparse_ARFF,,,,0.0,1026.0,492.0,0.0,0.0,1025.0,1.0
2096,3868,QSAR-TID-30031,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
2097,3869,QSAR-TID-12806,1,62,active,Sparse_ARFF,,,,0.0,1026.0,301.0,0.0,0.0,1025.0,1.0
2098,3870,QSAR-TID-10983,1,62,active,Sparse_ARFF,,,,0.0,1026.0,119.0,0.0,0.0,1025.0,1.0
2099,3871,QSAR-TID-100931,1,62,active,Sparse_ARFF,,,,0.0,1026.0,110.0,0.0,0.0,1025.0,1.0
2100,3872,QSAR-TID-107,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2778.0,0.0,0.0,1025.0,1.0
2101,3873,QSAR-TID-11107,1,62,active,Sparse_ARFF,,,,0.0,1026.0,85.0,0.0,0.0,1025.0,1.0
2102,3874,QSAR-TID-11290,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1171.0,0.0,0.0,1025.0,1.0
2103,3875,QSAR-TID-188,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2230.0,0.0,0.0,1025.0,1.0
2104,3876,QSAR-TID-103469,1,62,active,Sparse_ARFF,,,,0.0,1026.0,23.0,0.0,0.0,1025.0,1.0
2105,3877,QSAR-TID-10626,1,62,active,Sparse_ARFF,,,,0.0,1026.0,24.0,0.0,0.0,1025.0,1.0
2106,3878,QSAR-TID-10026,1,62,active,Sparse_ARFF,,,,0.0,1026.0,621.0,0.0,0.0,1025.0,1.0
2107,3879,QSAR-TID-11426,1,62,active,Sparse_ARFF,,,,0.0,1026.0,307.0,0.0,0.0,1025.0,1.0
2108,3880,QSAR-TID-12114,1,62,active,Sparse_ARFF,,,,0.0,1026.0,131.0,0.0,0.0,1025.0,1.0
2109,3881,QSAR-TID-10961,1,62,active,Sparse_ARFF,,,,0.0,1026.0,176.0,0.0,0.0,1025.0,1.0
2110,3882,QSAR-TID-11298,1,62,active,Sparse_ARFF,,,,0.0,1026.0,65.0,0.0,0.0,1025.0,1.0
2111,3883,QSAR-TID-11090,1,62,active,Sparse_ARFF,,,,0.0,1026.0,19.0,0.0,0.0,1025.0,1.0
2112,3884,QSAR-TID-103081,1,62,active,Sparse_ARFF,,,,0.0,1026.0,43.0,0.0,0.0,1025.0,1.0
2113,3885,QSAR-TID-12247,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1403.0,0.0,0.0,1025.0,1.0
2114,3886,QSAR-TID-95,1,62,active,Sparse_ARFF,,,,0.0,1026.0,31.0,0.0,0.0,1025.0,1.0
2115,3887,QSAR-TID-12243,1,62,active,Sparse_ARFF,,,,0.0,1026.0,29.0,0.0,0.0,1025.0,1.0
2116,3888,QSAR-TID-11968,1,62,active,Sparse_ARFF,,,,0.0,1026.0,338.0,0.0,0.0,1025.0,1.0
2117,3889,QSAR-TID-12659,1,62,active,Sparse_ARFF,,,,0.0,1026.0,577.0,0.0,0.0,1025.0,1.0
2118,3890,QSAR-TID-103584,1,62,active,Sparse_ARFF,,,,0.0,1026.0,30.0,0.0,0.0,1025.0,1.0
2119,3891,QSAR-TID-10351,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
2120,3892,QSAR-TID-10453,1,62,active,Sparse_ARFF,,,,0.0,1026.0,35.0,0.0,0.0,1025.0,1.0
2121,3893,QSAR-TID-12627,1,62,active,Sparse_ARFF,,,,0.0,1026.0,612.0,0.0,0.0,1025.0,1.0
2122,3894,QSAR-TID-101613,1,62,active,Sparse_ARFF,,,,0.0,1026.0,96.0,0.0,0.0,1025.0,1.0
2123,3895,QSAR-TID-179,1,62,active,Sparse_ARFF,,,,0.0,1026.0,127.0,0.0,0.0,1025.0,1.0
2124,3896,QSAR-TID-100824,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
2125,3897,QSAR-TID-10360,1,62,active,Sparse_ARFF,,,,0.0,1026.0,155.0,0.0,0.0,1025.0,1.0
2126,3898,QSAR-TID-101014,1,62,active,Sparse_ARFF,,,,0.0,1026.0,448.0,0.0,0.0,1025.0,1.0
2127,3899,QSAR-TID-10618,1,62,active,Sparse_ARFF,,,,0.0,1026.0,134.0,0.0,0.0,1025.0,1.0
2128,3900,QSAR-TID-101333,1,62,active,Sparse_ARFF,,,,0.0,1026.0,168.0,0.0,0.0,1025.0,1.0
2129,3901,QSAR-TID-30023,1,62,active,Sparse_ARFF,,,,0.0,1026.0,526.0,0.0,0.0,1025.0,1.0
2130,3902,QSAR-TID-10577,1,62,active,Sparse_ARFF,,,,0.0,1026.0,397.0,0.0,0.0,1025.0,1.0
2131,3903,QSAR-TID-103521,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
2132,3904,QSAR-TID-30012,1,62,active,Sparse_ARFF,,,,0.0,1026.0,559.0,0.0,0.0,1025.0,1.0
2133,3905,QSAR-TID-100925,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
2134,3906,QSAR-TID-10741,1,62,active,Sparse_ARFF,,,,0.0,1026.0,11.0,0.0,0.0,1025.0,1.0
2135,3907,QSAR-TID-10031,1,62,active,Sparse_ARFF,,,,0.0,1026.0,62.0,0.0,0.0,1025.0,1.0
2136,3908,QSAR-TID-101188,1,62,active,Sparse_ARFF,,,,0.0,1026.0,82.0,0.0,0.0,1025.0,1.0
2137,3909,QSAR-TID-12263,1,62,active,Sparse_ARFF,,,,0.0,1026.0,47.0,0.0,0.0,1025.0,1.0
